title,summary,publisher,link,date
"SKT, 'AI 공장' 공급난 메운다…글로벌 인프라 지형도 재편",글로벌 인공지능 데이터센터(AIDC) 공급량이 폭증하는 수요를 따라가지 못하면서 수급 불균형이 심화되고 있다. SK텔레콤은 이같은 공급 공백을 파고들어 총 15기가와트(GW) 규모 AIDC를 구축하고 아시아로 향하는,전자신문,https://n.news.naver.com/mnews/article/030/0003448836,2026-07-19
李 대통령 '미토스' 대응 주문…中 AI '키미 쇼크'[뉴스잇(IT)쥬],정보통신기술(ICT)은 어떤 산업보다 빠르게 변화합니다. 그 안의 다양한 이해관계가 맞물려 소용돌이 치는 분야이기도 하지요. ICT 기사는 어렵다는 편견이 있지만 '기승전ICT'로 귀결되는 4차 산업혁명 시대에 그,뉴스1,https://n.news.naver.com/mnews/article/421/0009066954,2026-07-19
"李 ""비대면진료 정책 처리 잘 됐다""…업계 ""약배송 논의도 필요""","원격의료산업협의회는 19일 ""대통령 업무보고에서 비대면진료 제도를 '네거티브 규제'(원칙 허용·예외 최소화) 방식으로 운영하겠다는 정부의 기본 방향을 재확인할 수 있었다""면서 하위법령 논의 과정에서도 이같은 기조가",뉴스1,https://n.news.naver.com/mnews/article/421/0009066951,2026-07-19
"AI 주권은 빌릴 수 없다…한국, ‘미토스급 AI’ 확보에 승부 걸어야 [김현아의 IT세상읽기]",생성형 인공지능(AI) 패권을 장악했던 미국 빅테크의 철옹성에 금이 가기 시작했다. 그 균열의 중심에는 미국의 강력한 반도체 규제와 GPU 확보 제한이라는 악조건 속에서도 빠르게 성장한 중국 AI가 있다. 중국의 약,이데일리,https://n.news.naver.com/mnews/article/018/0006332641,2026-07-19
7개월째 위원장 공석…與 정치 일정표에 갇힌 가상자산 2단계 입법,정부가 국가자산 관리체계에 디지털자산을 반영하고 연내 디지털자산 입법을 완료하겠다고 대대적인 드라이브를 걸고 있다. 하지만 실무 입법의 한 축을 담당할 여당 내 전담 기구는 당내 정치 일정에 밀려 공식 활동이 사실상,디지털타임스,https://n.news.naver.com/mnews/article/029/0003037623,2026-07-19
"""뇌 건강 위해 매일 먹었는데""…오메가3의 '반전' 연구 결과",'현대인들의 필수 영양제'로 불리는 오메가3 보충제가 뇌의 인기 지능 개선에는 큰 변화를 주지 못한다는 연구 결과가 나왔다. 세계 3대 의학저널로 꼽히는 란셋(The Lancet)의 학술지 이바이오메디신(eBioMe,아시아경제,https://n.news.naver.com/mnews/article/277/0005791522,2026-07-19
챗GPT 끊은 일주일…여행도 쇼핑도 '삶의 질 뚝',인공지능(AI) 의존도가 지나치게 커졌다는 생각에 이달 초 일주일 동안 AI를 쓰지 않고 생활해 봤다. 생성형 AI는 물론 쇼핑·검색 서비스에 적용된 AI 기능도 모두 사용하지 않았다. 무언가를 검색하거나 고민이 생,파이낸셜뉴스,https://n.news.naver.com/mnews/article/014/0005549744,2026-07-19
"TCL코리아, 메모리 대란에 TV·냉장고·세탁기 가격 내달 인상",TCL코리아가 내달부터 주요 가전제품 출고가를 인상한다. 메모리 반도체 등 핵심 부품 가격 급등 여파로 가격 대비 성능(가성비)을 앞세운 TCL도 출고가 조정을 단행하는 것으로 풀이된다. TCL코리아는 내달 1일부터,전자신문,https://n.news.naver.com/mnews/article/030/0003448826,2026-07-19
"[단독] 정부, GPU 확보전 내년 '베라 루빈' 1만장 올인",정부가 내년 약 4조원을 투입해 엔비디아의 최신 그래픽처리장치(GPU) '베라 루빈' 1만장 확보에 나선다. '모두의 AI' 등 인공지능(AI) 대국민 서비스가 본격화되는 상황에서 국가 차원의 GPU 확보 속도전을,전자신문,https://n.news.naver.com/mnews/article/030/0003448823,2026-07-19
[이진호의 퓨처로그] 정녕 빌런의 길을 가려는가,"미국 정부가 '외국인 유학생 4년 체류 제한' 조항을 관보에 개제함으로써 정식 행정 절차에 들어갔다. 2024년 기준 전 세계 180만여명, 우리나라 2만여명 유학생은 앞으로 4년 넘게 미국에서 학업을 하려면 4년",전자신문,https://n.news.naver.com/mnews/article/030/0003448822,2026-07-19
[기고] 대체불가 디스플레이 강국을 향한 담대한 도전,얼마 전 충남 천안-아산에서 열린 대통령 주재 첨단산업 국민성장 보고대회는 우리 산업 미래를 가늠하는 매우 의미 있는 자리였다. 이날 정부는 디스플레이를 대한민국의 새로운 성장동력으로 육성하겠다는 국가 비전을 제시했,전자신문,https://n.news.naver.com/mnews/article/030/0003448820,2026-07-19
"애플, 가성비 노트북 앞세워 2분기 PC 시장 '나홀로 약진'",메모리 반도체 가격 상승으로 인한 원가 부담으로 글로벌 PC 시장이 위축된 가운데 애플이 '가격 대비 성능(가성비)' 노트북을 앞세워 유일하게 두 자릿수 성장률을 기록했다. 시장조사업체 옴디아에 따르면 2분기 글로벌,전자신문,https://n.news.naver.com/mnews/article/030/0003448819,2026-07-19
"셀트리온, 삼성바이오 턱밑 추격…제약·바이오 1위 첫 역전하나",국내 제약·바이오업계에서 삼성바이오로직스에 이어 2위 자리를 지켜온 셀트리온이 매출 기준으로 선두를 바짝 추격하고 있다. 글로벌 바이오시밀러 판매가 역대 최대 수준으로 증가하면서 올해 연간 매출에서 삼성바이오로직스를,전자신문,https://n.news.naver.com/mnews/article/030/0003448817,2026-07-19
"신진서, 혈투 끝에 AI 카타고 제압…4집 반승",세계 최강 프로기사 신진서 9단이 2점으로 마침내 인공지능(AI)의 벽을 넘었다. 신진서는 19일 중구 청파로 한국경제TV스튜디오에서 열린 쎈수학·한경 기신전(棋神戰) 2국에서 바둑 인공지능 카타고(Kata Go)와,전자신문,https://n.news.naver.com/mnews/article/030/0003448815,2026-07-19
"젠슨 황 가죽 재킷, 예상가 16배에 낙찰",약 14억원…자필 서명도 담겨 젠슨 황 엔비디아 최고경영자(CEO)가 실제로 입었던 가죽 재킷이 경매에서 14억원에 팔렸다. 18일(한국시간) CNBC 등에 따르면 황 CEO가 입고 서명한 검은색 가죽 재킷이 전날,매일경제,https://n.news.naver.com/mnews/article/009/0005709099,2026-07-19
"한화필리조선소, 美 ‘골든돔’ 지원선 건조…방산 진출 속도",한화필리조선소가 미국의 차세대 미사일 방어체계 ‘골든돔’을 지원하는 해상 미사일 시험 계측선 건조를 맡는다. 국가안보 다목적 선박에 이어 미국 핵심 안보 프로젝트까지 수주하면서 한화의 현지 조선·방산 시장 진출도 본,지디넷코리아,https://n.news.naver.com/mnews/article/092/0002430996,2026-07-19
"245수 불계패 뒤 ‘알파고 정석’으로 설욕… 신진서, 바둑 AI 카타고에 4집반승","세계 바둑 랭킹 1위 신진서 9단이 현존 최고 수준의 바둑 인공지능(AI) 카타고(KataGo)를 꺾었다. 첫 대국에서는 카타고의 낯선 포석에 흔들려 역전패했지만, 두 번째 승부에서는 AI가 만든 대형 정석으로 초반",조선비즈,https://n.news.naver.com/mnews/article/366/0001180177,2026-07-19
실리콘밸리서 만든 AI도 이곳에서 검증 받는다,"런던, AI 안전 연구 세계 수도로 부상 AISI, 최신 AI 모델 30여개 검증 딥마인드·오픈AI·앤스로픽 집결 앤스로픽이 올해 초 AI(인공지능) 최신 모델 ‘미토스’를 내놨을 때, 이 모델의 해킹 능력과 사이버",조선일보,https://n.news.naver.com/mnews/article/023/0003988375,2026-07-19
"딥시크 이어 中 AI '키미 쇼크'…""美와 격차 2~3개월로 좁혀져""",이기범 기자 정은지 특파원 = 중국 인공지능(AI) 스타트업이 내놓은 최신 AI 모델이 오픈AI와 앤트로픽의 최상위 AI 모델에 근접한 성능을 선보이면서 글로벌 IT업계가 충격에 빠졌다. 미국과의 기술 격차를 2~3,뉴스1,https://n.news.naver.com/mnews/article/421/0009066886,2026-07-19
"KAIST, 난치성 뇌종양 면역치료 새로운 길 제시",면역세포가 다시 암을 공격하도록 돕는 항암제인 '면역관문억제제'가 왜 일부 뇌종양에서는 효과를 내지 못하는지 이유를 풀 실마리가 나왔다. 국내 연구진이 암을 공격하는 주역이 T 세포뿐 아니라 종양과 연결된 림프절의,전자신문,https://n.news.naver.com/mnews/article/030/0003448813,2026-07-19
"신진서, AI 카타고에 '두점 접바둑' 승리…인간 희망 쏘아올렸다",'신공지능' 신진서 9단이 19일 바둑 최고 인공지능(AI) 카타고에 두 점 접바둑에서 승리를 거뒀다. 앞서 17일 1국에서 완패를 당했던 신진서는 이날 안정적인 대형 정석을 앞세워 완벽한 승리를 완성했다. 신진서는,한국경제,https://n.news.naver.com/mnews/article/015/0005311342,2026-07-19
"李 쏘아 올린 '미프진', 복용 가능 시기·안전 체계 등 '과제' 산적","이재명 대통령이 먹는 임신중지 약물 '미프진' 화두를 꺼냄에 따라 관련 논의가 본격화할 전망이다. 이 대통령은 법 개정 전이라도 도입할 필요가 있다는 입장을 밝혔지만 허용 주수와 의료진 책임, 안전관리 체계 등 선결",뉴스1,https://n.news.naver.com/mnews/article/421/0009066841,2026-07-19
"한화證, 2027년 플랫폼 출격…중소형사도 가상자산 ‘군침’","한화투자증권이 글로벌 블록체인 기업과 가상자산 데이터·지갑·토큰화 업체에 잇달아 투자하며 가상자산 사업 확대에 속도를 내고 있다. 앞서 미래에셋증권, 한국투자증권 등 대형 증권사에 이어 중소형사도 거래소 지분 투자와",디지털타임스,https://n.news.naver.com/mnews/article/029/0003037599,2026-07-19
"中 스타트업 문샷, 2조8000억 파라미터 ‘키미 K3’ 공개… 美 최상위 AI 추격",중국 인공지능(AI) 스타트업 문샷AI가 2조8000억개의 매개변수(파라미터)를 갖춘 차세대 AI 모델 ‘키미(Kimi) K3’를 공개했다. 독립 평가에서 미국 앤트로픽과 오픈AI의 최상위 모델에 근접한 성능을 기록,조선비즈,https://n.news.naver.com/mnews/article/366/0001180172,2026-07-19
상반기 40억불 판 K바이오시밀러…글로벌 규제 완화 '순풍',국내 바이오시밀러 산업이 사상 최대 수출 실적을 이어가는 가운데 글로벌 규제 완화 흐름까지 더해지면서 성장세에 한층 탄력이 붙을 것이란 기대가 커지고 있다. 미국과 유럽에 이어 우리나라까지 바이오시밀러 허가 과정의,파이낸셜뉴스,https://n.news.naver.com/mnews/article/014/0005549722,2026-07-19
갤럭시 Z플립8 160만원대·폴드8 220만원대…국내 출고가 윤곽,삼성전자가 오는 22일 공개하는 8세대 폴더블(접는) 스마트폰 3종의 국내 판매 일정과 출고가가 윤곽을 드러냈다. 올해도 저장용량을 두 배로 늘려주는 '더블 스토리지' 프로모션이 유지될 전망이다. 18일 통신업계 등,아이뉴스24,https://n.news.naver.com/mnews/article/031/0001043039,2026-07-19
"CXMT IPO에 커지는 경계론…""메모리 3사 위협 제한적""","중국 최대 D램 업체 창신메모리테크놀로지(CXMT)가 상장하면서 삼성전자와 SK하이닉스, 마이크론 등 글로벌 메모리 업계를 둘러싼 긴장감이 커지고 있다. 대규모 자금 조달을 계기로 생산능력을 확대하면 D램 시장 경쟁",아이뉴스24,https://n.news.naver.com/mnews/article/031/0001043038,2026-07-19
"중 개발사, 미 앤트로픽·오픈AI 최첨단 AI 근접 ‘키미 K3’ 공개",중국 인공지능(AI) 스타트업 문샷에이아이(AI)가 미국 앤트로픽과 오픈에이아이(AI)의 최첨단 모델에 근접한 성능을 갖춘 개방형 모델 ‘키미 케이(K)3’를 내놨다. 인공지능 업계 최선두권 기업과의 성능 격차를 좁,한겨레,https://n.news.naver.com/mnews/article/028/0002814721,2026-07-19
"면역세포 ‘B세포’의 숨은 기능…‘기적의 항암제’, 뇌종양 치료 돕는다",면역세포인 T세포뿐 아니라 B세포의 면역반응이 난치성 뇌종양 면역치료 효과에 영향을 준다는 사실이 규명됐다. ‘기적의 항암제’로 불리는 면역관문억제제가 일부 뇌종양에서 효과를 내지 못하는 원인을 밝혀줄 새로운 실마리,디지털타임스,https://n.news.naver.com/mnews/article/029/0003037587,2026-07-19
확산 속도 중요한 ‘모두의 AI’...카카오·네이버·SKT가 유력한 이유,"정부, 대국민 무료 AI 챗봇 서비스 추진 서비스 확산 속도가 사업자 선정에서 중요 서비스 품질에 사업 성공 여부 달려 정부가 국민 누구나 비용 부담 없이 사용할 수 있는 ‘모두의 AI(인공지능)’ 프로젝트를 추진합",조선일보,https://n.news.naver.com/mnews/article/023/0003988367,2026-07-19
"Kimi K3 쇼크…中 AI, 美와 기술 격차 ‘2개월’",미국 빅테크가 주도해온 생성형 인공지능(AI) 시장에서 중국의 추격이 거세지고 있다. 중국 AI 스타트업 문샷AI(Moonshot AI)가 최근 공개한 오픈웨이트(Open-weight) 대규모언어모델(LLM) ‘Ki,이데일리,https://n.news.naver.com/mnews/article/018/0006332591,2026-07-19
"""10년 뒤 韓 AI도입률 세계 최고""…청년 고용엔 '먹구름'","한국의 인공지능(AI) 도입률이 향후 10년 내 주요국 가운데 가장 높은 수준에 이를 것으로 전망됐다. 19일 국회예산정책처의 6월 대외경제동향 보고서에 따르면, 한국의 AI 도입률은 현재 약 6%에서 10년 후 5",한국경제TV,https://n.news.naver.com/mnews/article/215/0001259163,2026-07-19
"1인가구 '머니무브'…예·적금 줄이고, ETF 늘리고","1인 가구 비중이 크게 늘고 있는 가운데, 투자를 선호하는 금융상품에도 변화가 생겼다. 19일 KB금융지주가 지난 2월 25일부터 3월 23일까지 서울을 비롯한 전국 주요 도시에 거주하고 6개월 이상 1인 생활을 하",지디넷코리아,https://n.news.naver.com/mnews/article/092/0002430992,2026-07-19
"AI 낙오자 애플, 15개월만에 장중 시총 1위... AI 투자 덜한 덕분?","17일 장중 엔비디아 제쳐 빅테크, 천문학적 AI ‘빚투’ 애플 투자는 10분의 1수준 애플이 지난 17일(현지 시각) 장중 엔비디아를 제치고 전 세계 시가총액 1위에 올랐다. 대부분 기술주가 크게 하락했지만 애플은",조선일보,https://n.news.naver.com/mnews/article/023/0003988363,2026-07-19
"16세 미만 SNS 규제 현실화…인스타그램 ‘직격탄’, 네이버·카카오는 인증 비용 부담",16세 미만 청소년의 사회관계망서비스(SNS) 이용 제한이 현실화하고 있다. 이재명 대통령이 해외 사례를 언급하며 제도 마련을 주문하면서 국내에서도 강도 높은 청소년 SNS 규제가 도입될 가능성이 커졌다. 업계에서는,이데일리,https://n.news.naver.com/mnews/article/018/0006332587,2026-07-19
"우주청, 프랑스서 우주항공 파트너십 강화","우주항공청이 20일부터 21일(이상 현지시간)까지 이틀간 프랑스 툴루즈에서 열리는 '2026년도 한-유럽 과학기술학술대회(EKC 2026)에 참가한다고 19일 밝혔다. 대한민국 우주항공 정책 방향을 발표하고, 주요",전자신문,https://n.news.naver.com/mnews/article/030/0003448771,2026-07-19
"LG U+ ""月 9900원에 e북·매거진 무제한 구독""",LG유플러스가 이동통신사 최초로 교보문고 e북 구독 서비스 '샘(sam)'과 디지털 매거진 구독 서비스 '모아진'을 결합한 구독 상품을 선보였다. 이용자들의 새로운 소비 패턴에 맞춰 전자책과 매거진을 하나의 구독으로,파이낸셜뉴스,https://n.news.naver.com/mnews/article/014/0005549681,2026-07-19
갤럭시 언팩 D-3…'300만원 폴더블' 승부수,"삼성전자가 오는 22일(현지시간) 영국 런던에서 개최하는 '갤럭시 언팩 2026'에서 신형 폴더블 스마트폰과 스마트워치, 스마트글래스 등을 한꺼번에 공개한다. 19일 업계에 따르면 이번 언팩에서는 폴더블 스마트폰 '",한국경제TV,https://n.news.naver.com/mnews/article/215/0001259170,2026-07-19
"‘과징금 얼마?’…‘무단 소액결제’ KT 제재 초읽기, 법정 최대 2000억도 가능",지난해 개인정보 2만2000여건이 유출되고 일부 고객이 무단 소액결제 피해를 본 KT에 대한 정부 제재 수위가 이르면 이달 말 확정된다. 법정 최대 과징금은 2000억원 안팎으로 추산되지만 실제 부과액은 위반 정도와,문화일보,https://n.news.naver.com/mnews/article/021/0002805492,2026-07-19
"UNIST 산화물 반도체 결함 성질 연구···""특정 원자 간 거리가 좌우""",울산과학기술원(UNIST) 연구진이 산화물 반도체의 성능을 좌우하는 산소 빈자리 결함의 작동 원리를 규명했다. 이를 통해 디스플레이·차세대 메모리용 산화물 반도체의 열처리와 박막 구조를 정하는 공정 설계 활용 가능성,이데일리,https://n.news.naver.com/mnews/article/018/0006332454,2026-07-19
"교모세포종 치료 길 열리나...카이스트, 새로운 공략법 제시",T세포와 B세포 함께 활성화땐 종양 크기 약 85% 줄어들고 암세포 수도 약 75%나 감소 확실한 치료법이 없어 생존율이 10% 이하였던 교모세포종을 치료할 수 있는 ‘숨은 열쇠’를 국내 연구진이 발견했다. 우리 몸,매일경제,https://n.news.naver.com/mnews/article/009/0005709174,2026-07-19
"""림프절 B세포·항체, 뇌종양 면역치료 '열쇠' 역할 규명""",종양 밖 림프절에서 시작되는 항암 면역반응을 국내 연구진이 세계 최초로 규명했다. 연구진은 종양과 연결된 림프절 B세포와 항체의 암 공격 역할을 확인한 동시에 뇌종양 면역치료의 새로운 전략을 함께 제시했다. KAIS,아시아경제,https://n.news.naver.com/mnews/article/277/0005791505,2026-07-19
"삼성, 22일 언팩…'폴드8 울트라'·AI 글래스 공개","삼성전자가 현지시간 22일 영국 런던에서 하반기 신제품 공개 행사인 '갤럭시 언팩 2026'을 엽니다. 이번 언팩에서는 폴더블 스마트폰 '갤럭시 Z' 시리즈 3종과 갤럭시 워치 신제품, 안드로이드 기반의 스마트글래스",연합뉴스TV,https://n.news.naver.com/mnews/article/422/0000886468,2026-07-19
"우주항공기업 8곳, 영국 ‘판보로 에어쇼’ 참가","경남의 우주항공기업 8곳이 모레(20일)부터 영국에서 열리는 '판버러 에어쇼'에서 수주 활동에 나섭니다. 경상남도와 경남테크노파크는 현지에 홍보관을 마련해 기업 간 상담을 지원하며, 오는 10월 사천에서 열리는 '2",KBS,https://n.news.naver.com/mnews/article/056/0012220591,2026-07-19
"""암조직·혈관·림프절, 더 오래 본다""… 차세대 ‘근적외선 형광염료’ 개발","암, 림프절 등 위치 확인용 근적외선 의료영상에 쓰이는 형광염료가 빛을 받으면 빠르게 흐려지던 문제를 개선했다. 암의 전이 경로인 림프절을 실시간으로 추적하는 데 활용할 수 있을 것이라는 기대다. 암 수술과 림프절",디지털타임스,https://n.news.naver.com/mnews/article/029/0003037579,2026-07-19
"SKT·하나금융, AI 해커톤 성료…사회문제 해결 서비스 개발 나서",SKT·하나금융 공동 해커톤 개최 청년 AI 인재 115명 이천서 열전 시각장애인·발달 지원 아이디어 눈길 인공지능(AI) 기술을 사회문제 해결에 접목하려는 청년들의 아이디어가 한자리에 모였다. 맞춤형 AI 동화부터,매일경제,https://n.news.naver.com/mnews/article/009/0005709076,2026-07-19
"KIST 유럽연구소, 창립 제30주년 기념식 개최 外[사이언스게시판]",■ 한국과학기술연구원(KIST) 유럽연구소는 창립 30주년을 맞아 7월 17일 오후 4시 독일 자를란트주 자르브뤼켄 시청에서 기념식을 개최했다고 19일 밝혔다. 기념식에서는 지난 30년간 한국과 유럽을 연결해 온 협,동아사이언스,https://n.news.naver.com/mnews/article/584/0000038557,2026-07-19
"""릴스·숏폼 중독 막는다""…정부, 14세 미만 SNS 가입 제한 추진[아이들 SNS 브레이크上]",정부가 만 14세 미만 아동과 청소년의 소셜네트워크서비스(SNS) 가입을 제도적으로 막는 방안을 추진한다. 14세 이상 19세 미만 청소년에게는 인공지능(AI) 추천 알고리즘과 자동 재생 등 중독을 유발하는 핵심 기,뉴시스,https://n.news.naver.com/mnews/article/003/0014073321,2026-07-19
"""한국 우주산업 생태계, 고흥이 완성할 것""",공영민 전남광주 고흥군수 발사·시험·제작 모두 포함 '한국형 스타베이스' 구축해 2030년 인구 10만 도시 목표 고흥군 지난 6·3 지방선거에서 전국 기초단체장 최고 득표율인 84.34%를 기록하며 재선에 성공한,매일경제,https://n.news.naver.com/mnews/article/009/0005709180,2026-07-19
EU 디지털 수장도 게임스컴 첫 방문... 독일 대통령 이어 '게임 외교' 무게 커진다,"독일 국가원수에 이어 유럽연합(EU) 디지털 정책을 총괄하는 집행위원회 수석 부위원장도 세계 최대 게임 전시회 게임스컴을 처음 찾는다. 게임을 단순한 오락 콘텐츠가 아닌 기술 주권과 민주주의, 사회 혁신을 이끄는 핵",전자신문,https://n.news.naver.com/mnews/article/030/0003448766,2026-07-19
뇌종양 면역치료 ‘숨은 열쇠’는 B세포…항암 원리 규명,국내 연구진이 난치성 뇌종양에 면역항암제가 작용하는 과정에서 B세포와 항체가 핵심 역할을 한다는 사실을 밝혀냈다. T세포에 집중됐던 기존 뇌종양 면역치료 연구의 범위를 B세포 기반 면역반응으로 확장한 성과다. 카이스,문화일보,https://n.news.naver.com/mnews/article/021/0002805491,2026-07-19
"개인정보위, KT 개인정보 유출 제재안 이르면 29일 심의",개인정보 유출과 무단 소액결제 사고가 발생한 KT에 대한 정부 제재 수위가 이르면 이달 말 확정된다. 19일 업계에 따르면 개인정보보호위원회는 이르면 오는 29일 전체회의를 열고 KT에 대한 과징금 부과 등 제재안을,전자신문,https://n.news.naver.com/mnews/article/030/0003448754,2026-07-19
산화물 반도체 성능 향상 비법 찾았다,국내 연구진이 스마트폰이나 TV 화면을 작동시키는 박막트랜지스터 반도체 소자로 쓰이는 산화물 반도체의 결함을 줄일 수 있는 방법을 발견했다. 울산과학기술원(UNIST) 반도체소재·부품대학원 연구팀은 산화물 반도체의,서울신문,https://n.news.naver.com/mnews/article/081/0003662295,2026-07-19
"""카톡 막고 유튜브 열어두나""…'14세 미만 SNS 금지법' 난제는[아이들 SNS 브레이크下]","정부가 만 14세 미만 청소년의 소셜네트워크서비스(SNS) 가입을 제한하기로 하면서 당장 어떤 플랫폼들이 규제 그물망에 걸려들지 관심이 쏠리고 있다. 인스타그램과 틱톡처럼 대표적인 SNS만 막을지, 국민 메신저인 카",뉴시스,https://n.news.naver.com/mnews/article/003/0014073366,2026-07-19
포용적 미래 위한 AI 서비스는? 해커톤 대회서 청년들 아이디어 빛났다,SK텔레콤(017670)이 하나금융그룹과 지난 15일부터 16일까지 경기도 이천 SKT 인재개발원에서 ‘포용적 미래를 위한 AI 서비스’를 주제로 ‘TECH4GOOD 해커톤’을 개최했다. 양사는 지난 2023년부터,이데일리,https://n.news.naver.com/mnews/article/018/0006332485,2026-07-19
"우주청, 유럽과 우주항공 협력 강화…프랑스 툴루즈 방문",우주항공청(청장 오태석)은 7월 20일(월)부터 21일(화)까지(현지시간) 프랑스 툴루즈에서 개최되는 '2026년도 한-유럽 과학기술학술대회'(이하 EKC 2026)에 참석한다고 밝혔습니다. 우주항공청은 이 자리에서,연합뉴스TV,https://n.news.naver.com/mnews/article/422/0000886563,2026-07-19
"""AI로 더 나은 사회를"" SKT-하나금융 '테크포굿 해커톤' 개최",SK텔레콤은 하나금융그룹과 함께 '포용적 미래를 위한 인공지능(AI) 서비스'를 주제로 한 '테크4굿 해커톤'을 성료했다고 19일 밝혔다. 이번 해커톤 대회는 양사가 추진하고 있는 AI 인재 양성 프로그램의 일환으로,아시아경제,https://n.news.naver.com/mnews/article/277/0005791454,2026-07-19
"LGU+ '유독', 교보문고 e북·잡지 통합 구독 월 9900원 출시",LG유플러스가 전자책과 디지털 잡지를 함께 이용할 수 있는 결합 구독 상품을 선보였다. 교보문고 전자책 구독 서비스와 디지털 매거진 서비스를 하나로 묶어 콘텐츠 구독 비용 부담을 낮춘 것이 특징이다. LG유플러스는,뉴시스,https://n.news.naver.com/mnews/article/003/0014073840,2026-07-19
KT 개인정보 유출 제재 이달 중 결론…과징금 규모 촉각,개인정보위 전체회의서 최종 처분 심의 법정 상한 2천억원 안팎…감경·가중 사유 변수 지난해 2만2천여명의 개인정보가 유출되고 일부 이용자가 소액결제 피해를 본 KT에 대한 정부의 제재 수위가,연합뉴스,https://n.news.naver.com/mnews/article/001/0016201499,2026-07-19
