데이터 수집일,데이터 검증일,취급 품목,회사명 (사명만),Prf_CName,Ver_CName,웹사이트,Prf_CWeb,Ver_CWeb,컨택 이메일,Prf_Email,Ver_Email,회사 위치한 도시,회사 위치한 지방,회사 위치한 국가,"Messanger (WhatsApp, Line, Zalo and etc)",Prf_Msg,Ver_Msg,"SNS (Linkedin, Instagram, Facebook etc)",Prf_SNS,Ver_SNS,회사 소개,추천 수출물품 및 수출가,Verified_CINFO
2026-07-24,2026-07-24,완도 전복 (HS 030781 / 160557 / 030783),Asahi Suisan (旭水産株式会社),https://www.google.com/maps/search/?api=1&query=Asahi+Suisan+%28%E6%97%AD%E6%B0%B4%E7%94%A3%E6%A0%AA%E5%BC%8F%E4%BC%9A%E7%A4%BE%29+Koto-ku+%28Toyosu%29+Japan,O,https://asahisuisan.co.jp,https://asahisuisan.co.jp,O,contact@asahisuisan.co.jp,https://asahisuisan.co.jp/contact,O,Koto-ku (Toyosu),Tokyo,Japan,,,,"Facebook, Instagram",https://www.facebook.com/asahisuisan,O,토요스 시장 최대 규모 수산 중도매업체 및 FSSC 22000 ASC 전복 유통사 (EDA 추천 도요스),신선 활전복 (CIF $34.00),https://www.google.com/maps/search/?api=1&query=Asahi+Suisan+%28%E6%97%AD%E6%B0%B4%E7%94%A3%E6%A0%AA%E5%BC%8F%E4%BC%9A%E7%A4%BE%29+Koto-ku+%28Toyosu%29+Japan
2026-07-24,2026-07-24,완도 전복 (HS 030781 / 160557 / 030783),Royal Seafood (Hải Sản Hoàng Gia),https://www.google.com/search?q=%22Royal+Seafood+%28H%E1%BA%A3i+S%E1%BA%A3n+Ho%C3%A0ng+Gia%29%22+Ho+Chi+Minh+City+Vietnam+seafood,O,https://haisanhoanggia.com,https://haisanhoanggia.com,O,info@haisanhoanggia.com,https://haisanhoanggia.com/lien-he,O,Ho Chi Minh City,District 1,Vietnam,Zalo +84 906 289 499,https://zalo.me/84906289499,O,Facebook @haisanhoanggia,https://www.facebook.com/haisanhoanggia,O,베트남 호치민 최대 수산물 유통 및 신선 수산 전문 유통 체인 (EDA 추천 No.10),활전복 (CIF $29.50),https://www.google.com/maps/search/?api=1&query=Royal+Seafood+%28H%E1%BA%A3i+S%E1%BA%A3n+Ho%C3%A0ng+Gia%29+Ho+Chi+Minh+City+Vietnam
2026-07-24,2026-07-24,완도 전복 (HS 030781 / 160557 / 030783),Mekong Seafood Connection (Meksea),https://www.google.com/maps/search/?api=1&query=Mekong+Seafood+Connection+%28Meksea%29+Ho+Chi+Minh+City+Vietnam,O,https://www.meksea.com,https://www.meksea.com,O,sales@mekseaconnection.com,https://www.meksea.com/contact,O,Ho Chi Minh City,Thu Duc City,Vietnam,"WhatsApp, WeChat, Skype +84 903 872 469",https://api.whatsapp.com/send?phone=84903872469,O,"LinkedIn, Facebook",https://www.linkedin.com/company/meksea,O,베트남 선도적 수산물 수입사 및 HORECA 전복 벤더 (EDA 추천 베트남),횟감용 IQF 냉동전복 (CIF $29.00),https://www.google.com/maps/search/?api=1&query=Mekong+Seafood+Connection+%28Meksea%29+Ho+Chi+Minh+City+Vietnam
2026-07-24,2026-07-24,완도 전복 (HS 030781 / 160557 / 030783),De Costi Seafoods,https://www.google.com/search?q=%22De+Costi+Seafoods%22+Lidcombe+Australia+seafood,O,https://www.decosti.com.au,https://www.decosti.com.au,O,info@decosti.com.au,https://www.decosti.com.au/contact,O,Lidcombe,New South Wales,Australia,,,,Facebook @decostiseafoods,https://www.facebook.com/decostiseafoods,O,호주 시드니 대표 대형 수산물 가공 및 유통 기업 (EDA 추천 No.9),횟감용 IQF 냉동전복 (CIF $28.50),https://www.google.com/maps/search/?api=1&query=De+Costi+Seafoods+Lidcombe+Australia
2026-07-24,2026-07-24,완도 전복 (HS 030781 / 160557 / 030783),Kioko Paris,https://www.google.com/maps/search/?api=1&query=Kioko+Paris+Paris+France,O,https://www.kioko.fr,https://www.kioko.fr,O,com@kioko.fr,https://www.kioko.fr/fr/nous-contacter,O,Paris,Île-de-France,France,,,,Facebook @KiokoParis,https://www.facebook.com/KiokoParis,O,파리 중심가 일식 고급 식자재 및 수산 가공품 유통 델리카트슨 수입상 (EDA 추천 파리),전복 내장 소스 게우소스 (CIF $12.50),https://www.google.com/maps/search/?api=1&query=Kioko+Paris+Paris+France
2026-07-24,2026-07-24,완도 전복 (HS 030781 / 160557 / 030783),Hokkai Suisan,https://www.google.com/search?q=%22Hokkai+Suisan%22+IJmuiden+Netherlands+seafood,O,https://hokkai.com,https://hokkai.com,O,info@hokkai.com,https://hokkai.com/contact,O,IJmuiden,North Holland,Netherlands,WhatsApp +31 255 541 166,https://api.whatsapp.com/send?phone=31255541166,O,Facebook @hokkaisuisan,https://www.facebook.com/hokkaisuisan,O,네덜란드 수산 물류 단지 기반 일식 횟감 수산물 유통 핵심 기업 (EDA 추천 네덜란드),IQF 냉동전복 (CIF $30.00),https://www.google.com/maps/search/?api=1&query=Hokkai+Suisan+IJmuiden+Netherlands
2026-07-24,2026-07-24,완도 전복 (HS 030781 / 160557 / 030783),Rud. Kanzow,https://www.google.com/maps/search/?api=1&query=Rud.+Kanzow+Hamburg+Germany,O,https://www.kanzow.de,https://www.kanzow.de,O,contact@kanzow.de,https://www.kanzow.de/en/contact,O,Hamburg,Hamburg,Germany,,,,LinkedIn,https://www.linkedin.com/company/rud-kanzow,O,독일 함부르크 항구 메인 프리미엄 수산물 수입 유통 대형사 (EDA 추천 독일),횟감용 IQF 냉동전복 (CIF $31.00),https://www.google.com/maps/search/?api=1&query=Rud.+Kanzow+Hamburg+Germany
2026-07-24,2026-07-24,완도 전복 (HS 030781 / 160557 / 030783),Atariya Foods,https://www.google.com/search?q=%22Atariya+Foods%22+London+United+Kingdom+seafood,O,https://atariya.co.uk,https://atariya.co.uk,O,enquiries@atariya.co.uk,https://atariya.co.uk/contact-us,O,London,Greater London,United Kingdom,,,,Facebook @AtariyaFoods,https://www.facebook.com/AtariyaFoods,O,영국 런던 횟감용 수산물 전문 수입 도소매 유통사 (EDA 추천 영국),IQF 냉동전복 (CIF $30.00),https://www.google.com/maps/search/?api=1&query=Atariya+Foods+London+United+Kingdom
2026-07-24,2026-07-24,완도 전복 (HS 030781 / 160557 / 030783),Ocean Pacific Seafood,https://www.google.com/maps/search/?api=1&query=Ocean+Pacific+Seafood+Johor+Bahru+Malaysia,O,https://www.oceanpacific.com.my,https://www.oceanpacific.com.my,O,oceanpacificonline@gmail.com,https://www.oceanpacific.com.my/contact,O,Johor Bahru,Johor,Malaysia,WhatsApp +6016 770 5522,https://api.whatsapp.com/send?phone=60167705522,O,Facebook,https://www.facebook.com/oceanpacificseafood,O,말레이시아 HORECA 및 레스토랑 수산물 전문 유통사 (EDA 추천 말레이시아),전복 통조림 (CIF $14.50),https://www.google.com/maps/search/?api=1&query=Ocean+Pacific+Seafood+Johor+Bahru+Malaysia
2026-07-24,2026-07-24,완도 전복 (HS 030781 / 160557 / 030783),Food Project Co.,https://www.google.com/search?q=%22Food+Project+Co.%22+Bangkok+Thailand+seafood,O,https://www.foodproject.co.th,https://www.foodproject.co.th,O,purchase@foodproject.co.th,https://www.foodproject.co.th/contact,O,Bangkok,Yan Nawa,Thailand,LINE @foodprojectsiam,https://line.me/R/ti/p/@foodprojectsiam,O,"Facebook, Instagram",https://www.facebook.com/foodprojectthailand,O,태국 선도적 수산물 수입 및 HORECA 콜드체인 공급사 (EDA 추천 태국),횟감용 IQF 냉동전복 (CIF $29.50),https://www.google.com/maps/search/?api=1&query=Food+Project+Co.+Bangkok+Thailand
