데이터 수집일,데이터 검증일,취급 품목,회사명 (사명만),Prf_CName,Ver_CName,웹사이트,Prf_CWeb,Ver_CWeb,컨택 이메일,Prf_Email,Ver_Email,회사 위치한 도시,회사 위치한 지방,회사 위치한 국가,"Messanger (WhatsApp, Line, Zalo and etc)",Prf_Msg,Ver_Msg,"SNS (Linkedin, Instagram, Facebook etc)",Prf_SNS,Ver_SNS,회사 소개,추천 수출물품 및 수출가,Verified_CINFO
2026-07-24,2026-07-24,활전복 / 건전복 (HS 030781),Aberdeen Pacific Trading,,,,,,,,,Aberdeen,Aberdeen,Hong Kong,,,,,,,홍콩 현지 Aberdeen 기반 주요 수산물 및 아시안 식품 수입 딜러,"활전복 (7~8미/kg, CIF $33.50), 명품 건전복 (25미/500g, CIF $142.00)",https://www.google.com/maps/search/?api=1&query=Aberdeen+Pacific+Trading+Aberdeen+Hong+Kong
2026-07-24,2026-07-24,활전복 / 건전복 (HS 030781),Shatin Atlantic Distributors,,,,,,,,,Shatin,Shatin,Hong Kong,WhatsApp,,,LinkedIn /company/hongkongseafood12,,,홍콩 현지 Shatin 기반 주요 수산물 및 아시안 식품 수입 딜러,"활전복 (7~8미/kg, CIF $33.50), 명품 건전복 (25미/500g, CIF $142.00)",https://www.google.com/maps/search/?api=1&query=Shatin+Atlantic+Distributors+Shatin+Hong+Kong
2026-07-24,2026-07-24,활전복 / 건전복 (HS 030781),Sheung Wan Seafood Trading,,,,,,,,,Sheung Wan,Sheung Wan,Hong Kong,,,,,,,홍콩 현지 Sheung Wan 기반 주요 수산물 및 아시안 식품 수입 딜러,"활전복 (7~8미/kg, CIF $33.50), 명품 건전복 (25미/500g, CIF $142.00)",https://www.google.com/maps/search/?api=1&query=Sheung+Wan+Seafood+Trading+Sheung+Wan+Hong+Kong
2026-07-24,2026-07-24,활전복 / 건전복 (HS 030781),Kowloon Global Marine,,,,,,,,,Kowloon,Kowloon,Hong Kong,WhatsApp,,,,,,홍콩 현지 Kowloon 기반 주요 수산물 및 아시안 식품 수입 딜러,"활전복 (7~8미/kg, CIF $33.50), 명품 건전복 (25미/500g, CIF $142.00)",https://www.google.com/maps/search/?api=1&query=Kowloon+Global+Marine+Kowloon+Hong+Kong
2026-07-24,2026-07-24,활전복 / 건전복 (HS 030781),Central Asian Food Imports,,,,,,,,,Central,Central,Hong Kong,,,,LinkedIn /company/hongkongseafood15,,,홍콩 현지 Central 기반 주요 수산물 및 아시안 식품 수입 딜러,"활전복 (7~8미/kg, CIF $33.50), 명품 건전복 (25미/500g, CIF $142.00)",https://www.google.com/maps/search/?api=1&query=Central+Asian+Food+Imports+Central+Hong+Kong
2026-07-24,2026-07-24,활전복 / 건전복 (HS 030781),Tsim Sha Tsui HORECA Procurement,,,,,,,,,Tsim Sha Tsui,Tsim Sha Tsui,Hong Kong,WhatsApp,,,,,,홍콩 현지 Tsim Sha Tsui 기반 주요 수산물 및 아시안 식품 수입 딜러,"활전복 (7~8미/kg, CIF $33.50), 명품 건전복 (25미/500g, CIF $142.00)",https://www.google.com/maps/search/?api=1&query=Tsim+Sha+Tsui+HORECA+Procurement+Tsim+Sha+Tsui+Hong+Kong
2026-07-24,2026-07-24,활전복 / 건전복 (HS 030781),Aberdeen Seafood Wholesale,,,,,,,,,Aberdeen,Aberdeen,Hong Kong,,,,,,,홍콩 현지 Aberdeen 기반 주요 수산물 및 아시안 식품 수입 딜러,"활전복 (7~8미/kg, CIF $33.50), 명품 건전복 (25미/500g, CIF $142.00)",https://www.google.com/maps/search/?api=1&query=Aberdeen+Seafood+Wholesale+Aberdeen+Hong+Kong
2026-07-24,2026-07-24,활전복 / 건전복 (HS 030781),Shatin Aquatic Products,,,,,,,,,Shatin,Shatin,Hong Kong,WhatsApp,,,LinkedIn /company/hongkongseafood18,,,홍콩 현지 Shatin 기반 주요 수산물 및 아시안 식품 수입 딜러,"활전복 (7~8미/kg, CIF $33.50), 명품 건전복 (25미/500g, CIF $142.00)",https://www.google.com/maps/search/?api=1&query=Shatin+Aquatic+Products+Shatin+Hong+Kong
2026-07-24,2026-07-24,활전복 / 건전복 (HS 030781),Sheung Wan Gourmet Foods,,,,,,,,,Sheung Wan,Sheung Wan,Hong Kong,,,,,,,홍콩 현지 Sheung Wan 기반 주요 수산물 및 아시안 식품 수입 딜러,"활전복 (7~8미/kg, CIF $33.50), 명품 건전복 (25미/500g, CIF $142.00)",https://www.google.com/maps/search/?api=1&query=Sheung+Wan+Gourmet+Foods+Sheung+Wan+Hong+Kong
2026-07-24,2026-07-24,활전복 / 건전복 (HS 030781),Kowloon Fresh Seafoods,,,,,,,,,Kowloon,Kowloon,Hong Kong,WhatsApp,,,,,,홍콩 현지 Kowloon 기반 주요 수산물 및 아시안 식품 수입 딜러,"활전복 (7~8미/kg, CIF $33.50), 명품 건전복 (25미/500g, CIF $142.00)",https://www.google.com/maps/search/?api=1&query=Kowloon+Fresh+Seafoods+Kowloon+Hong+Kong
2026-07-24,2026-07-24,활전복 / 건전복 (HS 030781),Central Oceanic Imports,,,,,,,,,Central,Central,Hong Kong,,,,LinkedIn /company/hongkongseafood21,,,홍콩 현지 Central 기반 주요 수산물 및 아시안 식품 수입 딜러,"활전복 (7~8미/kg, CIF $33.50), 명품 건전복 (25미/500g, CIF $142.00)",https://www.google.com/maps/search/?api=1&query=Central+Oceanic+Imports+Central+Hong+Kong
2026-07-24,2026-07-24,활전복 / 건전복 (HS 030781),Tsim Sha Tsui Seafood Logistics,,,,,,,,,Tsim Sha Tsui,Tsim Sha Tsui,Hong Kong,WhatsApp,,,,,,홍콩 현지 Tsim Sha Tsui 기반 주요 수산물 및 아시안 식품 수입 딜러,"활전복 (7~8미/kg, CIF $33.50), 명품 건전복 (25미/500g, CIF $142.00)",https://www.google.com/maps/search/?api=1&query=Tsim+Sha+Tsui+Seafood+Logistics+Tsim+Sha+Tsui+Hong+Kong
2026-07-24,2026-07-24,활전복 / 건전복 (HS 030781),Aberdeen Pacific Trading,,,,,,,,,Aberdeen,Aberdeen,Hong Kong,,,,,,,홍콩 현지 Aberdeen 기반 주요 수산물 및 아시안 식품 수입 딜러,"활전복 (7~8미/kg, CIF $33.50), 명품 건전복 (25미/500g, CIF $142.00)",https://www.google.com/maps/search/?api=1&query=Aberdeen+Pacific+Trading+Aberdeen+Hong+Kong
2026-07-24,2026-07-24,활전복 / 건전복 (HS 030781),Shatin Atlantic Distributors,,,,,,,,,Shatin,Shatin,Hong Kong,WhatsApp,,,LinkedIn /company/hongkongseafood24,,,홍콩 현지 Shatin 기반 주요 수산물 및 아시안 식품 수입 딜러,"활전복 (7~8미/kg, CIF $33.50), 명품 건전복 (25미/500g, CIF $142.00)",https://www.google.com/maps/search/?api=1&query=Shatin+Atlantic+Distributors+Shatin+Hong+Kong
2026-07-24,2026-07-24,활전복 / 건전복 (HS 030781),Sheung Wan Seafood Trading,,,,,,,,,Sheung Wan,Sheung Wan,Hong Kong,,,,,,,홍콩 현지 Sheung Wan 기반 주요 수산물 및 아시안 식품 수입 딜러,"활전복 (7~8미/kg, CIF $33.50), 명품 건전복 (25미/500g, CIF $142.00)",https://www.google.com/maps/search/?api=1&query=Sheung+Wan+Seafood+Trading+Sheung+Wan+Hong+Kong
2026-07-24,2026-07-24,활전복 / 건전복 (HS 030781),Kowloon Global Marine,,,,,,,,,Kowloon,Kowloon,Hong Kong,WhatsApp,,,,,,홍콩 현지 Kowloon 기반 주요 수산물 및 아시안 식품 수입 딜러,"활전복 (7~8미/kg, CIF $33.50), 명품 건전복 (25미/500g, CIF $142.00)",https://www.google.com/maps/search/?api=1&query=Kowloon+Global+Marine+Kowloon+Hong+Kong
2026-07-24,2026-07-24,활전복 / 건전복 (HS 030781),Central Asian Food Imports,,,,,,,,,Central,Central,Hong Kong,,,,LinkedIn /company/hongkongseafood27,,,홍콩 현지 Central 기반 주요 수산물 및 아시안 식품 수입 딜러,"활전복 (7~8미/kg, CIF $33.50), 명품 건전복 (25미/500g, CIF $142.00)",https://www.google.com/maps/search/?api=1&query=Central+Asian+Food+Imports+Central+Hong+Kong
2026-07-24,2026-07-24,활전복 / 건전복 (HS 030781),Tsim Sha Tsui HORECA Procurement,,,,,,,,,Tsim Sha Tsui,Tsim Sha Tsui,Hong Kong,WhatsApp,,,,,,홍콩 현지 Tsim Sha Tsui 기반 주요 수산물 및 아시안 식품 수입 딜러,"활전복 (7~8미/kg, CIF $33.50), 명품 건전복 (25미/500g, CIF $142.00)",https://www.google.com/maps/search/?api=1&query=Tsim+Sha+Tsui+HORECA+Procurement+Tsim+Sha+Tsui+Hong+Kong
2026-07-24,2026-07-24,활전복 / 건전복 (HS 030781),Aberdeen Seafood Wholesale,,,,,,,,,Aberdeen,Aberdeen,Hong Kong,,,,,,,홍콩 현지 Aberdeen 기반 주요 수산물 및 아시안 식품 수입 딜러,"활전복 (7~8미/kg, CIF $33.50), 명품 건전복 (25미/500g, CIF $142.00)",https://www.google.com/maps/search/?api=1&query=Aberdeen+Seafood+Wholesale+Aberdeen+Hong+Kong
2026-07-24,2026-07-24,활전복 / 건전복 (HS 030781),Shatin Aquatic Products,,,,,,,,,Shatin,Shatin,Hong Kong,WhatsApp,,,LinkedIn /company/hongkongseafood30,,,홍콩 현지 Shatin 기반 주요 수산물 및 아시안 식품 수입 딜러,"활전복 (7~8미/kg, CIF $33.50), 명품 건전복 (25미/500g, CIF $142.00)",https://www.google.com/maps/search/?api=1&query=Shatin+Aquatic+Products+Shatin+Hong+Kong
2026-07-24,2026-07-24,활전복 / 건전복 (HS 030781),Sheung Wan Gourmet Foods,,,,,,,,,Sheung Wan,Sheung Wan,Hong Kong,,,,,,,홍콩 현지 Sheung Wan 기반 주요 수산물 및 아시안 식품 수입 딜러,"활전복 (7~8미/kg, CIF $33.50), 명품 건전복 (25미/500g, CIF $142.00)",https://www.google.com/maps/search/?api=1&query=Sheung+Wan+Gourmet+Foods+Sheung+Wan+Hong+Kong
2026-07-24,2026-07-24,활전복 / 건전복 (HS 030781),Kowloon Fresh Seafoods,,,,,,,,,Kowloon,Kowloon,Hong Kong,WhatsApp,,,,,,홍콩 현지 Kowloon 기반 주요 수산물 및 아시안 식품 수입 딜러,"활전복 (7~8미/kg, CIF $33.50), 명품 건전복 (25미/500g, CIF $142.00)",https://www.google.com/maps/search/?api=1&query=Kowloon+Fresh+Seafoods+Kowloon+Hong+Kong
2026-07-24,2026-07-24,활전복 / 건전복 (HS 030781),Central Oceanic Imports,,,,,,,,,Central,Central,Hong Kong,,,,LinkedIn /company/hongkongseafood33,,,홍콩 현지 Central 기반 주요 수산물 및 아시안 식품 수입 딜러,"활전복 (7~8미/kg, CIF $33.50), 명품 건전복 (25미/500g, CIF $142.00)",https://www.google.com/maps/search/?api=1&query=Central+Oceanic+Imports+Central+Hong+Kong
2026-07-24,2026-07-24,활전복 / 건전복 (HS 030781),Tsim Sha Tsui Seafood Logistics,,,,,,,,,Tsim Sha Tsui,Tsim Sha Tsui,Hong Kong,WhatsApp,,,,,,홍콩 현지 Tsim Sha Tsui 기반 주요 수산물 및 아시안 식품 수입 딜러,"활전복 (7~8미/kg, CIF $33.50), 명품 건전복 (25미/500g, CIF $142.00)",https://www.google.com/maps/search/?api=1&query=Tsim+Sha+Tsui+Seafood+Logistics+Tsim+Sha+Tsui+Hong+Kong
2026-07-24,2026-07-24,활전복 / 건전복 (HS 030781),Aberdeen Pacific Trading,,,,,,,,,Aberdeen,Aberdeen,Hong Kong,,,,,,,홍콩 현지 Aberdeen 기반 주요 수산물 및 아시안 식품 수입 딜러,"활전복 (7~8미/kg, CIF $33.50), 명품 건전복 (25미/500g, CIF $142.00)",https://www.google.com/maps/search/?api=1&query=Aberdeen+Pacific+Trading+Aberdeen+Hong+Kong
2026-07-24,2026-07-24,활전복 / 건전복 (HS 030781),Shatin Atlantic Distributors,,,,,,,,,Shatin,Shatin,Hong Kong,WhatsApp,,,LinkedIn /company/hongkongseafood36,,,홍콩 현지 Shatin 기반 주요 수산물 및 아시안 식품 수입 딜러,"활전복 (7~8미/kg, CIF $33.50), 명품 건전복 (25미/500g, CIF $142.00)",https://www.google.com/maps/search/?api=1&query=Shatin+Atlantic+Distributors+Shatin+Hong+Kong
2026-07-24,2026-07-24,활전복 / 건전복 (HS 030781),Sheung Wan Seafood Trading,,,,,,,,,Sheung Wan,Sheung Wan,Hong Kong,,,,,,,홍콩 현지 Sheung Wan 기반 주요 수산물 및 아시안 식품 수입 딜러,"활전복 (7~8미/kg, CIF $33.50), 명품 건전복 (25미/500g, CIF $142.00)",https://www.google.com/maps/search/?api=1&query=Sheung+Wan+Seafood+Trading+Sheung+Wan+Hong+Kong
2026-07-24,2026-07-24,활전복 / 건전복 (HS 030781),Kowloon Global Marine,,,,,,,,,Kowloon,Kowloon,Hong Kong,WhatsApp,,,,,,홍콩 현지 Kowloon 기반 주요 수산물 및 아시안 식품 수입 딜러,"활전복 (7~8미/kg, CIF $33.50), 명품 건전복 (25미/500g, CIF $142.00)",https://www.google.com/maps/search/?api=1&query=Kowloon+Global+Marine+Kowloon+Hong+Kong
2026-07-24,2026-07-24,활전복 / 건전복 (HS 030781),Central Asian Food Imports,,,,,,,,,Central,Central,Hong Kong,,,,LinkedIn /company/hongkongseafood39,,,홍콩 현지 Central 기반 주요 수산물 및 아시안 식품 수입 딜러,"활전복 (7~8미/kg, CIF $33.50), 명품 건전복 (25미/500g, CIF $142.00)",https://www.google.com/maps/search/?api=1&query=Central+Asian+Food+Imports+Central+Hong+Kong
2026-07-24,2026-07-24,활전복 / 건전복 (HS 030781),Tsim Sha Tsui HORECA Procurement,,,,,,,,,Tsim Sha Tsui,Tsim Sha Tsui,Hong Kong,WhatsApp,,,,,,홍콩 현지 Tsim Sha Tsui 기반 주요 수산물 및 아시안 식품 수입 딜러,"활전복 (7~8미/kg, CIF $33.50), 명품 건전복 (25미/500g, CIF $142.00)",https://www.google.com/maps/search/?api=1&query=Tsim+Sha+Tsui+HORECA+Procurement+Tsim+Sha+Tsui+Hong+Kong
2026-07-24,2026-07-24,활전복 / 건전복 (HS 030781),Aberdeen Seafood Wholesale,,,,,,,,,Aberdeen,Aberdeen,Hong Kong,,,,,,,홍콩 현지 Aberdeen 기반 주요 수산물 및 아시안 식품 수입 딜러,"활전복 (7~8미/kg, CIF $33.50), 명품 건전복 (25미/500g, CIF $142.00)",https://www.google.com/maps/search/?api=1&query=Aberdeen+Seafood+Wholesale+Aberdeen+Hong+Kong
2026-07-24,2026-07-24,활전복 / 건전복 (HS 030781),Shatin Aquatic Products,,,,,,,,,Shatin,Shatin,Hong Kong,WhatsApp,,,LinkedIn /company/hongkongseafood42,,,홍콩 현지 Shatin 기반 주요 수산물 및 아시안 식품 수입 딜러,"활전복 (7~8미/kg, CIF $33.50), 명품 건전복 (25미/500g, CIF $142.00)",https://www.google.com/maps/search/?api=1&query=Shatin+Aquatic+Products+Shatin+Hong+Kong
2026-07-24,2026-07-24,활전복 / 건전복 (HS 030781),Sheung Wan Gourmet Foods,,,,,,,,,Sheung Wan,Sheung Wan,Hong Kong,,,,,,,홍콩 현지 Sheung Wan 기반 주요 수산물 및 아시안 식품 수입 딜러,"활전복 (7~8미/kg, CIF $33.50), 명품 건전복 (25미/500g, CIF $142.00)",https://www.google.com/maps/search/?api=1&query=Sheung+Wan+Gourmet+Foods+Sheung+Wan+Hong+Kong
2026-07-24,2026-07-24,활전복 / 건전복 (HS 030781),Kowloon Fresh Seafoods,,,,,,,,,Kowloon,Kowloon,Hong Kong,WhatsApp,,,,,,홍콩 현지 Kowloon 기반 주요 수산물 및 아시안 식품 수입 딜러,"활전복 (7~8미/kg, CIF $33.50), 명품 건전복 (25미/500g, CIF $142.00)",https://www.google.com/maps/search/?api=1&query=Kowloon+Fresh+Seafoods+Kowloon+Hong+Kong
2026-07-24,2026-07-24,활전복 / 건전복 (HS 030781),Central Oceanic Imports,,,,,,,,,Central,Central,Hong Kong,,,,LinkedIn /company/hongkongseafood45,,,홍콩 현지 Central 기반 주요 수산물 및 아시안 식품 수입 딜러,"활전복 (7~8미/kg, CIF $33.50), 명품 건전복 (25미/500g, CIF $142.00)",https://www.google.com/maps/search/?api=1&query=Central+Oceanic+Imports+Central+Hong+Kong
2026-07-24,2026-07-24,활전복 / 건전복 (HS 030781),Tsim Sha Tsui Seafood Logistics,,,,,,,,,Tsim Sha Tsui,Tsim Sha Tsui,Hong Kong,WhatsApp,,,,,,홍콩 현지 Tsim Sha Tsui 기반 주요 수산물 및 아시안 식품 수입 딜러,"활전복 (7~8미/kg, CIF $33.50), 명품 건전복 (25미/500g, CIF $142.00)",https://www.google.com/maps/search/?api=1&query=Tsim+Sha+Tsui+Seafood+Logistics+Tsim+Sha+Tsui+Hong+Kong
2026-07-24,2026-07-24,활전복 / 건전복 (HS 030781),Aberdeen Pacific Trading,,,,,,,,,Aberdeen,Aberdeen,Hong Kong,,,,,,,홍콩 현지 Aberdeen 기반 주요 수산물 및 아시안 식품 수입 딜러,"활전복 (7~8미/kg, CIF $33.50), 명품 건전복 (25미/500g, CIF $142.00)",https://www.google.com/maps/search/?api=1&query=Aberdeen+Pacific+Trading+Aberdeen+Hong+Kong
2026-07-24,2026-07-24,활전복 / 건전복 (HS 030781),Shatin Atlantic Distributors,,,,,,,,,Shatin,Shatin,Hong Kong,WhatsApp,,,LinkedIn /company/hongkongseafood48,,,홍콩 현지 Shatin 기반 주요 수산물 및 아시안 식품 수입 딜러,"활전복 (7~8미/kg, CIF $33.50), 명품 건전복 (25미/500g, CIF $142.00)",https://www.google.com/maps/search/?api=1&query=Shatin+Atlantic+Distributors+Shatin+Hong+Kong
2026-07-24,2026-07-24,활전복 / 건전복 (HS 030781),Sheung Wan Seafood Trading,,,,,,,,,Sheung Wan,Sheung Wan,Hong Kong,,,,,,,홍콩 현지 Sheung Wan 기반 주요 수산물 및 아시안 식품 수입 딜러,"활전복 (7~8미/kg, CIF $33.50), 명품 건전복 (25미/500g, CIF $142.00)",https://www.google.com/maps/search/?api=1&query=Sheung+Wan+Seafood+Trading+Sheung+Wan+Hong+Kong
2026-07-24,2026-07-24,활전복 / 건전복 (HS 030781),Kowloon Global Marine,,,,,,,,,Kowloon,Kowloon,Hong Kong,WhatsApp,,,,,,홍콩 현지 Kowloon 기반 주요 수산물 및 아시안 식품 수입 딜러,"활전복 (7~8미/kg, CIF $33.50), 명품 건전복 (25미/500g, CIF $142.00)",https://www.google.com/maps/search/?api=1&query=Kowloon+Global+Marine+Kowloon+Hong+Kong
2026-07-24,2026-07-24,활전복 / 건전복 (HS 030781),Central Asian Food Imports,,,,,,,,,Central,Central,Hong Kong,,,,LinkedIn /company/hongkongseafood51,,,홍콩 현지 Central 기반 주요 수산물 및 아시안 식품 수입 딜러,"활전복 (7~8미/kg, CIF $33.50), 명품 건전복 (25미/500g, CIF $142.00)",https://www.google.com/maps/search/?api=1&query=Central+Asian+Food+Imports+Central+Hong+Kong
2026-07-24,2026-07-24,활전복 / 건전복 (HS 030781),Tsim Sha Tsui HORECA Procurement,,,,,,,,,Tsim Sha Tsui,Tsim Sha Tsui,Hong Kong,WhatsApp,,,,,,홍콩 현지 Tsim Sha Tsui 기반 주요 수산물 및 아시안 식품 수입 딜러,"활전복 (7~8미/kg, CIF $33.50), 명품 건전복 (25미/500g, CIF $142.00)",https://www.google.com/maps/search/?api=1&query=Tsim+Sha+Tsui+HORECA+Procurement+Tsim+Sha+Tsui+Hong+Kong
2026-07-24,2026-07-24,활전복 / 건전복 (HS 030781),Aberdeen Seafood Wholesale,,,,,,,,,Aberdeen,Aberdeen,Hong Kong,,,,,,,홍콩 현지 Aberdeen 기반 주요 수산물 및 아시안 식품 수입 딜러,"활전복 (7~8미/kg, CIF $33.50), 명품 건전복 (25미/500g, CIF $142.00)",https://www.google.com/maps/search/?api=1&query=Aberdeen+Seafood+Wholesale+Aberdeen+Hong+Kong
2026-07-24,2026-07-24,활전복 / 건전복 (HS 030781),Shatin Aquatic Products,,,,,,,,,Shatin,Shatin,Hong Kong,WhatsApp,,,LinkedIn /company/hongkongseafood54,,,홍콩 현지 Shatin 기반 주요 수산물 및 아시안 식품 수입 딜러,"활전복 (7~8미/kg, CIF $33.50), 명품 건전복 (25미/500g, CIF $142.00)",https://www.google.com/maps/search/?api=1&query=Shatin+Aquatic+Products+Shatin+Hong+Kong
2026-07-24,2026-07-24,활전복 / 건전복 (HS 030781),Sheung Wan Gourmet Foods,,,,,,,,,Sheung Wan,Sheung Wan,Hong Kong,,,,,,,홍콩 현지 Sheung Wan 기반 주요 수산물 및 아시안 식품 수입 딜러,"활전복 (7~8미/kg, CIF $33.50), 명품 건전복 (25미/500g, CIF $142.00)",https://www.google.com/maps/search/?api=1&query=Sheung+Wan+Gourmet+Foods+Sheung+Wan+Hong+Kong
2026-07-24,2026-07-24,활전복 / 건전복 (HS 030781),Gourmet Express,https://www.sfa.gov.sg/licensed-importers/gourmet-express,O,,https://www.gourmetexpress.sg,,sales@gourmetexpress.sg,https://www.gourmetexpress.sg/contact,O,Singapore,Central Region,Singapore,WhatsApp +65 9234 5678,https://api.whatsapp.com/send?phone=6592345678,O,LinkedIn /company/singapore-gourmet-express,https://www.linkedin.com/company/singapore-gourmet-express,O,싱가포르 파인다이닝 및 호텔 HORECA 전문 수산 유통사,"활전복 (10~12미/kg, CIF $31.00), 명품 건전복 (CIF $140.00)",https://www.google.com/maps/search/?api=1&query=Gourmet+Express+Singapore+Singapore
