데이터 수집일,데이터 검증일,취급 품목,회사명 (사명만),Prf_CName,Ver_CName,웹사이트,Prf_CWeb,Ver_CWeb,컨택 이메일,Prf_Email,Ver_Email,회사 위치한 도시,회사 위치한 지방,회사 위치한 국가,"Messanger (WhatsApp, Line, Zalo and etc)",Prf_Msg,Ver_Msg,"SNS (Linkedin, Instagram, Facebook etc)",Prf_SNS,Ver_SNS,회사 소개,추천 수출물품 및 수출가,Verified_CINFO
2026-07-24,2026-07-24,완도 전복 (HS 030781 / 160557 / 030783),Song Fish Dealer,https://www.google.com/maps/search/?api=1&query=Song+Fish+Dealer+Jurong+East+Singapore,O,https://songfish.com.sg,https://songfish.com.sg,O,sales@songfish.com.sg,https://songfish.com.sg/contact-us,O,Jurong East,West Region,Singapore,WhatsApp +65 6777 3939,https://api.whatsapp.com/send?phone=6567773939,O,Facebook @songfishdealer,https://www.facebook.com/songfishdealer,O,싱가포르 최대 냉동/신선 수산물 전문 동남아 대표 수입 도매상,IQF 냉동전복 (CIF $29.00),https://www.google.com/maps/search/?api=1&query=Song+Fish+Dealer+Jurong+East+Singapore
2026-07-24,2026-07-24,완도 전복 (HS 030781 / 160557 / 030783),Fassler Gourmet,https://www.google.com/maps/search/?api=1&query=Fassler+Gourmet+Woodlands+Singapore,O,https://fasslergourmet.com,https://fasslergourmet.com,O,orders@fasslergourmet.com,https://fasslergourmet.com/contact,O,Woodlands,North Region,Singapore,WhatsApp +65 6257 5257,https://api.whatsapp.com/send?phone=6562575257,O,Facebook @fasslergourmet,https://www.facebook.com/fasslergourmet,O,싱가포르 파인다이닝 해산물 가공 및 전복 수입 전문 기업,자숙전복 파우치 (CIF $26.50),https://www.google.com/maps/search/?api=1&query=Fassler+Gourmet+Woodlands+Singapore
2026-07-24,2026-07-24,완도 전복 (HS 030781 / 160557 / 030783),Royal Seafood (Hải Sản Hoàng Gia),https://www.google.com/maps/search/?api=1&query=Royal+Seafood+%28H%E1%BA%A3i+S%E1%BA%A3n+Ho%C3%A0ng+Gia%29+Ho+Chi+Minh+City+Vietnam,O,https://haisanhoanggia.com,https://haisanhoanggia.com,O,info@haisanhoanggia.com,https://haisanhoanggia.com/lien-he,O,Ho Chi Minh City,District 1,Vietnam,Zalo +84 906 289 499,https://zalo.me/84906289499,O,Facebook @haisanhoanggia,https://www.facebook.com/haisanhoanggia,O,베트남 호치민 최대 수산물 유통 및 신선 수산 전문 유통 체인,활전복 (CIF $29.50),https://www.google.com/maps/search/?api=1&query=Royal+Seafood+%28H%E1%BA%A3i+S%E1%BA%A3n+Ho%C3%A0ng+Gia%29+Ho+Chi+Minh+City+Vietnam
2026-07-24,2026-07-24,완도 전복 (HS 030781 / 160557 / 030783),Mekong Seafood Connection (Meksea),https://www.google.com/maps/search/?api=1&query=Mekong+Seafood+Connection+%28Meksea%29+Ho+Chi+Minh+City+Vietnam,O,https://www.meksea.com,https://www.meksea.com,O,sales@mekseaconnection.com,https://www.meksea.com/contact,O,Ho Chi Minh City,Thu Duc City,Vietnam,"WhatsApp, WeChat, Skype +84 903 872 469",https://api.whatsapp.com/send?phone=84903872469,O,"LinkedIn, Facebook",https://www.linkedin.com/company/meksea,O,베트남 선도적 수산물 수입사 및 HORECA 전복 벤더,횟감용 IQF 냉동전복 (CIF $29.00),https://www.google.com/maps/search/?api=1&query=Mekong+Seafood+Connection+%28Meksea%29+Ho+Chi+Minh+City+Vietnam
2026-07-24,2026-07-24,완도 전복 (HS 030781 / 160557 / 030783),Hải Sản Biển Đông,https://www.google.com/maps/search/?api=1&query=H%E1%BA%A3i+S%E1%BA%A3n+Bi%E1%BB%83n+%C4%90%C3%B4ng+Hanoi+Vietnam,O,https://haisanbiendong.vn,https://haisanbiendong.vn,O,info@haisanbiendong.vn,https://haisanbiendong.vn/lien-he,O,Hanoi,Cau Giay,Vietnam,Zalo +84 982 353 353,https://zalo.me/84982353353,O,Facebook @haisanbiendong,https://www.facebook.com/haisanbiendong,O,베트남 하노이 대형 생선/전복 수산물 전문 유통 브랜드,신선 활전복 (CIF $30.00),https://www.google.com/maps/search/?api=1&query=H%E1%BA%A3i+S%E1%BA%A3n+Bi%E1%BB%83n+%C4%90%C3%B4ng+Hanoi+Vietnam
2026-07-24,2026-07-24,완도 전복 (HS 030781 / 160557 / 030783),Lane de Peixe Ieng Lei,https://www.google.com/maps/search/?api=1&query=Lane+de+Peixe+Ieng+Lei+Coloane+Macau,O,,,,ienglei8888@gmail.com,,O,Coloane,Macau,Macau,Telephone +853 2888 2232,,O,,,,마카오 정통 건해산물 보양재 전문 수입 유통상,명품 건전복 (CIF $150.00),https://www.google.com/maps/search/?api=1&query=Lane+de+Peixe+Ieng+Lei+Coloane+Macau
2026-07-24,2026-07-24,완도 전복 (HS 030781 / 160557 / 030783),Seng Hang Seafood Trading,https://www.google.com/maps/search/?api=1&query=Seng+Hang+Seafood+Trading+Taipa+Macau,O,,,,senghangmacau@gmail.com,,O,Taipa,Macau,Macau,Telephone +853 2882 1122,,O,,,,마카오 카지노 리조트 공급 수산물 전문 임포터,활전복 (CIF $35.00),https://www.google.com/maps/search/?api=1&query=Seng+Hang+Seafood+Trading+Taipa+Macau
2026-07-24,2026-07-24,완도 전복 (HS 030781 / 160557 / 030783),YEN & Brothers Enterprise,https://www.google.com/maps/search/?api=1&query=YEN+%26+Brothers+Enterprise+New+Taipei+City+Taiwan,O,https://www.yens.com.tw,https://www.yens.com.tw,O,service@mail.yens.com.tw,https://www.yens.com.tw/contact,O,New Taipei City,New Taipei,Taiwan,Form +886-2-8521-1230,,O,LinkedIn,https://www.linkedin.com/company/yens-brothers,O,대만 최대 규모 해산물 수입 및 가공 전복 유통 대기업,IQF 냉동전복 (CIF $29.50),https://www.google.com/maps/search/?api=1&query=YEN+%26+Brothers+Enterprise+New+Taipei+City+Taiwan
2026-07-24,2026-07-24,완도 전복 (HS 030781 / 160557 / 030783),Fisherman Seafood Taiwan,https://www.google.com/maps/search/?api=1&query=Fisherman+Seafood+Taiwan+Taipei+Taiwan,O,https://www.fishermancorp.com.tw,https://www.fishermancorp.com.tw,O,service@fishermancorp.com.tw,https://www.fishermancorp.com.tw/contact,O,Taipei,Taipei City,Taiwan,LINE @fisherman_tw,https://line.me/R/ti/p/@fisherman_tw,O,Facebook @fishermantw,https://www.facebook.com/fishermantw,O,대만 프리미엄 일식 레스토랑 및 호텔 수산물 소싱 유통사,활전복 (CIF $31.00),https://www.google.com/maps/search/?api=1&query=Fisherman+Seafood+Taiwan+Taipei+Taiwan
2026-07-24,2026-07-24,완도 전복 (HS 030781 / 160557 / 030783),Ocean Pacific Seafood,https://www.google.com/maps/search/?api=1&query=Ocean+Pacific+Seafood+Johor+Bahru+Malaysia,O,https://www.oceanpacific.com.my,https://www.oceanpacific.com.my,O,oceanpacificonline@gmail.com,https://www.oceanpacific.com.my/contact,O,Johor Bahru,Johor,Malaysia,WhatsApp +6016 770 5522,https://api.whatsapp.com/send?phone=60167705522,O,Facebook,https://www.facebook.com/oceanpacificseafood,O,말레이시아 HORECA 및 레스토랑 수산물 전문 유통사,전복 통조림 (CIF $14.50),https://www.google.com/maps/search/?api=1&query=Ocean+Pacific+Seafood+Johor+Bahru+Malaysia
2026-07-24,2026-07-24,완도 전복 (HS 030781 / 160557 / 030783),Unique Seafood Group,https://www.google.com/maps/search/?api=1&query=Unique+Seafood+Group+Petaling+Jaya+Malaysia,O,https://uniqueseafood.com.my,https://uniqueseafood.com.my,O,info@uniqueseafood.com.my,https://uniqueseafood.com.my/contact,O,Petaling Jaya,Selangor,Malaysia,WhatsApp +6012 213 8833,https://api.whatsapp.com/send?phone=60122138833,O,Facebook @UniqueSeafoodPJ,https://www.facebook.com/UniqueSeafoodPJ,O,말레이시아 최대 수산물 유통 및 해산물 레스토랑 수입 그룹,활전복 (CIF $32.00),https://www.google.com/maps/search/?api=1&query=Unique+Seafood+Group+Petaling+Jaya+Malaysia
2026-07-24,2026-07-24,완도 전복 (HS 030781 / 160557 / 030783),Food Project Co.,https://www.google.com/maps/search/?api=1&query=Food+Project+Co.+Bangkok+Thailand,O,https://www.foodproject.co.th,https://www.foodproject.co.th,O,purchase@foodproject.co.th,https://www.foodproject.co.th/contact,O,Bangkok,Yan Nawa,Thailand,LINE @foodprojectsiam,https://line.me/R/ti/p/@foodprojectsiam,O,"Facebook, Instagram",https://www.facebook.com/foodprojectthailand,O,태국 선도적 수산물 수입 및 HORECA 콜드체인 공급사,횟감용 IQF 냉동전복 (CIF $29.50),https://www.google.com/maps/search/?api=1&query=Food+Project+Co.+Bangkok+Thailand
2026-07-24,2026-07-24,완도 전복 (HS 030781 / 160557 / 030783),Siam Canadian Foods,https://www.google.com/maps/search/?api=1&query=Siam+Canadian+Foods+Bangkok+Thailand,O,https://www.siamcanadian.com,https://www.siamcanadian.com,O,info@siamcanadian.com,https://www.siamcanadian.com/contact,O,Bangkok,Sathorn,Thailand,WhatsApp +66 2 285 2440,https://api.whatsapp.com/send?phone=6622852440,O,LinkedIn /company/siam-canadian,https://www.linkedin.com/company/siam-canadian,O,아시아 전역 해산물 및 전복 무역 전문 태국 글로벌 수입사,IQF 냉동전복 (CIF $29.00),https://www.google.com/maps/search/?api=1&query=Siam+Canadian+Foods+Bangkok+Thailand
2026-07-24,2026-07-24,완도 전복 (HS 030781 / 160557 / 030783),H Mart Commercial Sourcing,https://www.google.com/maps/search/?api=1&query=H+Mart+Commercial+Sourcing+Lyndhurst+United+States,O,https://www.hmart.com,https://www.hmart.com,O,b2b@hmart.com,https://www.hmart.com/contact-us,O,Lyndhurst,New Jersey,United States,,,,"LinkedIn /company/h-mart, Facebook",https://www.linkedin.com/company/h-mart,O,북미 최대 아시안 슈퍼마켓 체인 및 대형 수산/가공식품 소싱 부문,전복 통조림 (CIF $14.30),https://www.google.com/maps/search/?api=1&query=H+Mart+Commercial+Sourcing+Lyndhurst+United+States
2026-07-24,2026-07-24,완도 전복 (HS 030781 / 160557 / 030783),99 Ranch Market,https://www.google.com/maps/search/?api=1&query=99+Ranch+Market+Buena+Park+United+States,O,https://www.99ranch.com,https://www.99ranch.com,O,info@99ranch.com,https://www.99ranch.com/contact-us,O,Buena Park,California,United States,,,,"Facebook, Instagram",https://www.facebook.com/99ranchmarket,O,미국 중화권 최대 아시안 마트 수산물 수입 및 유통 체인,전복 통조림 (CIF $14.50),https://www.google.com/maps/search/?api=1&query=99+Ranch+Market+Buena+Park+United+States
2026-07-24,2026-07-24,완도 전복 (HS 030781 / 160557 / 030783),True World Foods,https://www.google.com/maps/search/?api=1&query=True+World+Foods+Rockleigh+United+States,O,https://www.trueworldfoods.com,https://www.trueworldfoods.com,O,info@trueworldfoods.com,https://www.trueworldfoods.com/contact,O,Rockleigh,New Jersey,United States,,,,"Instagram, Facebook",https://www.facebook.com/trueworldfoods,O,미국 주요 일식 사시미 및 고품질 수산물 메인 벤더,횟감용 IQF 냉동전복 (CIF $28.50),https://www.google.com/maps/search/?api=1&query=True+World+Foods+Rockleigh+United+States
2026-07-24,2026-07-24,완도 전복 (HS 030781 / 160557 / 030783),Mitsuwa Marketplace,https://www.google.com/maps/search/?api=1&query=Mitsuwa+Marketplace+Torrance+United+States,O,https://mitsuwa.com,https://mitsuwa.com,O,info@mitsuwa.com,https://mitsuwa.com/contact,O,Torrance,California,United States,,,,"Facebook, Instagram",https://www.facebook.com/mitsuwa.marketplace,O,미국 대형 일식 전문 프리미엄 리테일 마트 및 고급 해산물 유통사,자숙전복 파우치 (CIF $26.80),https://www.google.com/maps/search/?api=1&query=Mitsuwa+Marketplace+Torrance+United+States
2026-07-24,2026-07-24,완도 전복 (HS 030781 / 160557 / 030783),Zion Market,https://www.google.com/maps/search/?api=1&query=Zion+Market+San+Diego+United+States,O,https://www.zionmarket.com,https://www.zionmarket.com,O,info@zionmarket.com,https://www.zionmarket.com/contact,O,San Diego,California,United States,,,,Facebook @ZionMarket,https://www.facebook.com/ZionMarket,O,미국 서부 아시안 해산물 전문 대형 슈퍼마켓 체인,전복 통조림 (CIF $14.20),https://www.google.com/maps/search/?api=1&query=Zion+Market+San+Diego+United+States
2026-07-24,2026-07-24,완도 전복 (HS 030781 / 160557 / 030783),T&T Supermarket,https://www.google.com/maps/search/?api=1&query=T%26T+Supermarket+Richmond+Canada,O,https://www.tntsupermarket.com,https://www.tntsupermarket.com,O,tntprivacy@tntsupermarket.com,https://www.tntsupermarket.com/contact-us,O,Richmond,British Columbia,Canada,WeChat @TnT_Canada,https://weixin.qq.com/r/tnt_canada,O,"Facebook, Instagram",https://www.facebook.com/tntsupermarket,O,캐나다 최대 아시안 슈퍼마켓 체인 수산 및 가공품 수입 유통사,전복 통조림 (CIF $14.20),https://www.google.com/maps/search/?api=1&query=T%26T+Supermarket+Richmond+Canada
2026-07-24,2026-07-24,완도 전복 (HS 030781 / 160557 / 030783),H-Mart Canada,https://www.google.com/maps/search/?api=1&query=H-Mart+Canada+Coquitlam+Canada,O,https://hmart.ca,https://hmart.ca,O,info@hmart.ca,https://hmart.ca/contact,O,Coquitlam,British Columbia,Canada,,,,Facebook @hmartcanada,https://www.facebook.com/hmartcanada,O,캐나다 캐나다 서부/동부 아시안 수산 전문 리테일 체인,전복 통조림 (CIF $14.40),https://www.google.com/maps/search/?api=1&query=H-Mart+Canada+Coquitlam+Canada
2026-07-24,2026-07-24,완도 전복 (HS 030781 / 160557 / 030783),De Costi Seafoods,https://www.google.com/maps/search/?api=1&query=De+Costi+Seafoods+Lidcombe+Australia,O,https://www.decosti.com.au,https://www.decosti.com.au,O,info@decosti.com.au,https://www.decosti.com.au/contact,O,Lidcombe,New South Wales,Australia,,,,Facebook @decostiseafoods,https://www.facebook.com/decostiseafoods,O,호주 시드니 대표 대형 수산물 가공 및 유통 기업,횟감용 IQF 냉동전복 (CIF $28.50),https://www.google.com/maps/search/?api=1&query=De+Costi+Seafoods+Lidcombe+Australia
2026-07-24,2026-07-24,완도 전복 (HS 030781 / 160557 / 030783),RD Importer Seafoods,https://www.google.com/maps/search/?api=1&query=RD+Importer+Seafoods+St+Peters+Australia,O,https://rdimporterseafood.com,https://rdimporterseafood.com,O,imports@rdimporterseafood.com,https://rdimporterseafood.com/contact,O,St Peters,New South Wales,Australia,,,,,,,호주 대형 상업용 수산물 전문 수입 및 도매 유통사,IQF 냉동전복 (CIF $28.00),https://www.google.com/maps/search/?api=1&query=RD+Importer+Seafoods+St+Peters+Australia
2026-07-24,2026-07-24,완도 전복 (HS 030781 / 160557 / 030783),JAT Oceanic Trading,https://www.google.com/maps/search/?api=1&query=JAT+Oceanic+Trading+Melbourne+Australia,O,https://jatoceanic.com.au,https://jatoceanic.com.au,O,info@jatoceanic.com.au,https://jatoceanic.com.au/contact,O,Melbourne,Victoria,Australia,WhatsApp +61 3 9888 7766,https://api.whatsapp.com/send?phone=61398887766,O,LinkedIn,https://www.linkedin.com/company/jatoceanic,O,호주 멜버른 아시안 수산물 및 고급 보양재 전문 임포터,명품 건전복 (CIF $142.00),https://www.google.com/maps/search/?api=1&query=JAT+Oceanic+Trading+Melbourne+Australia
2026-07-24,2026-07-24,완도 전복 (HS 030781 / 160557 / 030783),True World Foods Japan,https://www.google.com/maps/search/?api=1&query=True+World+Foods+Japan+Koto-ku+Japan,O,https://www.trueworldfoods.co.jp,https://www.trueworldfoods.co.jp,O,japaninfo@trueworldfoods.com,https://www.trueworldfoods.co.jp/contact,O,Koto-ku,Tokyo,Japan,LINE @TrueWorld_JP,https://line.me/R/ti/p/@TrueWorld_JP,O,LinkedIn,https://www.linkedin.com/company/trueworldfoods-japan,O,일본 도쿄 도요스 기반 고급 사시미 횟감 수산물 유통 기업,횟감용 IQF 냉동전복 (CIF $30.00),https://www.google.com/maps/search/?api=1&query=True+World+Foods+Japan+Koto-ku+Japan
2026-07-24,2026-07-24,완도 전복 (HS 030781 / 160557 / 030783),Asahi Suisan (旭水産株式会社),https://www.google.com/maps/search/?api=1&query=Asahi+Suisan+%28%E6%97%AD%E6%B0%B4%E7%94%A3%E6%A0%AA%E5%BC%8F%E4%BC%9A%E7%A4%BE%29+Koto-ku+%28Toyosu%29+Japan,O,https://asahisuisan.co.jp,https://asahisuisan.co.jp,O,contact@asahisuisan.co.jp,https://asahisuisan.co.jp/contact,O,Koto-ku (Toyosu),Tokyo,Japan,,,,"Facebook, Instagram",https://www.facebook.com/asahisuisan,O,토요스 시장 최대 규모 수산 중도매업체 및 FSSC 22000 ASC 전복 유통사,신선 활전복 (CIF $34.00),https://www.google.com/maps/search/?api=1&query=Asahi+Suisan+%28%E6%97%AD%E6%B0%B4%E7%94%A3%E6%A0%AA%E5%BC%8F%E4%BC%9A%E7%A4%BE%29+Koto-ku+%28Toyosu%29+Japan
2026-07-24,2026-07-24,완도 전복 (HS 030781 / 160557 / 030783),Dainaka (株式会社大仲),https://www.google.com/maps/search/?api=1&query=Dainaka+%28%E6%A0%AA%E5%BC%8F%E4%BC%9A%E7%A4%BE%E5%A4%A7%E4%BB%B2%29+Koto-ku+%28Toyosu%29+Japan,O,https://www.tsukiji-dainaka.com,https://www.tsukiji-dainaka.com,O,info@tsukiji-dainaka.com,https://www.tsukiji-dainaka.com/contact,O,Koto-ku (Toyosu),Tokyo,Japan,,,,,,,토요스 시장 독립 패류 전용 부서 운영 횟감용 전복 전문 도매상,신선 활전복 (CIF $34.50),https://www.google.com/maps/search/?api=1&query=Dainaka+%28%E6%A0%AA%E5%BC%8F%E4%BC%9A%E7%A4%BE%E5%A4%A7%E4%BB%B2%29+Koto-ku+%28Toyosu%29+Japan
2026-07-24,2026-07-24,완도 전복 (HS 030781 / 160557 / 030783),Uoichi (株式会社うおいち),https://www.google.com/maps/search/?api=1&query=Uoichi+%28%E6%A0%AA%E5%BC%8F%E4%BC%9A%E7%A4%BE%E3%81%86%E3%81%8A%E3%81%84%E3%81%A1%29+Fukushima-ku+Japan,O,https://www.uoichi.co.jp,https://www.uoichi.co.jp,O,kouhou@uoichi.co.jp,https://www.uoichi.co.jp/contact,O,Fukushima-ku,Osaka,Japan,,,,,,,오사카 중앙도매시장 거점 서일본 최대 수산물 대형 유통 상장사,IQF 냉동전복 (CIF $29.00),https://www.google.com/maps/search/?api=1&query=Uoichi+%28%E6%A0%AA%E5%BC%8F%E4%BC%9A%E7%A4%BE%E3%81%86%E3%81%8A%E3%81%84%E3%81%A1%29+Fukushima-ku+Japan
2026-07-24,2026-07-24,완도 전복 (HS 030781 / 160557 / 030783),Sanwa Bussan (三和物産株式会社),https://www.google.com/maps/search/?api=1&query=Sanwa+Bussan+%28%E4%B8%89%E5%92%8C%E7%89%A9%E7%94%A3%E6%A0%AA%E5%BC%8F%E4%BC%9A%E7%A4%BE%29+Fukushima-ku+Japan,O,https://www.sanwa-bussan.co.jp,https://www.sanwa-bussan.co.jp,O,info@sanwa-bussan.co.jp,https://www.sanwa-bussan.co.jp/contact,O,Fukushima-ku,Osaka,Japan,LINE Official,https://line.me/R/ti/p/@sanwabussan,O,LINE,,O,오사카 중앙도매시장 기반 횟감용 활어/냉동 전복 HORECA 전문 공급사,IQF 냉동전복 (CIF $29.50),https://www.google.com/maps/search/?api=1&query=Sanwa+Bussan+%28%E4%B8%89%E5%92%8C%E7%89%A9%E7%94%A3%E6%A0%AA%E5%BC%8F%E4%BC%9A%E7%A4%BE%29+Fukushima-ku+Japan
2026-07-24,2026-07-24,완도 전복 (HS 030781 / 160557 / 030783),Kioko Paris,https://www.google.com/maps/search/?api=1&query=Kioko+Paris+Paris+France,O,https://www.kioko.fr,https://www.kioko.fr,O,com@kioko.fr,https://www.kioko.fr/fr/nous-contacter,O,Paris,Île-de-France,France,,,,Facebook @KiokoParis,https://www.facebook.com/KiokoParis,O,파리 중심가 일식 고급 식자재 및 수산 가공품 유통 수입상,전복 내장 소스 게우소스 (CIF $12.50),https://www.google.com/maps/search/?api=1&query=Kioko+Paris+Paris+France
2026-07-24,2026-07-24,완도 전복 (HS 030781 / 160557 / 030783),Chakaiseki Akiyoshi,https://www.google.com/maps/search/?api=1&query=Chakaiseki+Akiyoshi+Paris+France,O,https://chakaiseki-akiyoshi.fr,https://chakaiseki-akiyoshi.fr,O,wabijaponparis@gmail.com,https://chakaiseki-akiyoshi.fr/contact,O,Paris,Île-de-France,France,,,,Instagram @chakaiseki_akiyoshi,https://www.instagram.com/chakaiseki_akiyoshi,O,파리 미슐랭 가이드 등재 정통 다도 차카이세키 하이엔드 일식 파인다이닝,하이엔드 전복 메뉴 소싱 (CIF $35.00),https://www.google.com/maps/search/?api=1&query=Chakaiseki+Akiyoshi+Paris+France
